Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Shane Goodwin,Atlanta Talons,PG,2,31,31,17.1,19.8,8.5,11.9,72.0,1.7,2.9,57.1,1.0,1.0,96.9,2.8,0.5,6.9,0.7,0.5,0.3,1.2,3.3,3,0,13,59.5,80.2,79.1
Jalen King,Atlanta Talons,G,17,31,25,15.3,9.2,3.7,8.8,42.3,1.3,2.9,44.4,0.5,0.5,100,3.5,0.8,9.1,1.2,0.5,0.5,0.5,-0.6,7,0,2,41.7,51.1,49.6
William Harris,Atlanta Talons,GF,13,31,31,15.0,16.6,7.1,11.2,62.9,1.4,3.1,43.3,1.1,1.1,100,3.3,0.4,0.1,0.5,0.5,0.2,0.9,1.2,0,0,2,41.2,70.8,69.0
Dean Tucker,Atlanta Talons,FC,1,31,6,10.0,6.3,3.0,5.2,58.8,0.0,0.4,0.0,0.2,0.5,35.3,4.4,1.2,2.6,0.3,0.8,0.3,0.2,3.3,0,0,0,39.3,57.9,58.8
Gary Green,Atlanta Talons,FC,10,31,31,14.2,6.5,3.0,6.0,50.3,0.2,0.6,35.0,0.3,0.6,42.1,6.3,1.7,2.5,0.4,0.5,0.5,0.4,1.1,1,0,0,27.5,52.0,52.1
Nathaniel Smith,Atlanta Talons,SG,12,31,6,12.8,13.2,5.8,8.8,66.5,1.2,2.5,48.7,0.3,0.3,100,2.4,0.3,0.4,1.1,1.0,0.3,0.6,5.0,0,0,1,45.1,74.0,73.3
Mitchell Hammond,Atlanta Talons,F,4,31,21,12.7,8.0,3.7,7.3,50.7,0.2,1.2,16.7,0.4,0.7,61.9,3.3,0.6,0.6,0.5,0.8,0.3,0.6,-0.2,0,0,0,24.4,52.7,52.0
De’Aaron Jackson,Atlanta Talons,F,16,31,4,9.8,8.7,3.7,6.1,60.6,0.9,1.5,61.7,0.4,0.4,100,2.1,0.3,0.1,0.2,0.2,0.2,0.5,2.1,0,0,0,32.1,69.7,68.4
Tyrell Morgan,Atlanta Talons,F,1,27,0,9.3,3.2,1.5,3.5,42.6,0.0,0.5,7.7,0.2,0.4,54.5,2.8,0.5,1.9,0.1,0.6,0.2,0.4,3.5,0,0,0,19.9,44.0,43.1
Horace Allen,Atlanta Talons,C,16,6,0,9.2,4.3,2.0,4.7,42.9,0.2,0.3,50.0,0.2,0.3,50.0,3.2,0.3,2.0,0.0,0.5,0.0,0.3,0.2,0,0,0,22.4,45.0,44.6
Todd Bridges,Atlanta Talons,FC,2,8,0,1.9,0.8,0.4,0.8,50.0,0.0,0.0,-,0.0,0.0,-,0.6,0.4,0.0,0.0,0.3,0.0,0.0,1.5,0,0,0,24.6,50.0,50.0
Connor Calvert,Atlanta Talons,GF,2,25,0,3.1,1.3,0.6,1.4,40.0,0.1,0.5,16.7,0.1,0.1,100,0.6,0.1,0.1,0.0,0.0,0.2,0.0,-0.5,0,0,0,11.4,45.4,42.9
Gregory Miller,Atlanta Talons,PG,R,1,0,0.5,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0,0,0,0.0,0.0,0.0
Clayton Fletcher,Atlanta Talons,GF,1,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Darrell Drake,Atlanta Talons,F,R,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Jordan Covington,Boston Charms,G,18,31,31,12.6,14.5,6.3,9.7,64.5,1.4,2.5,57.9,0.6,0.6,100,1.6,0.4,0.1,0.4,0.4,0.4,1.0,2.1,0,0,1,40.9,72.8,71.8
