Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Jalen King,Atlanta Talons,G,11,31,31,14.3,8.4,3.3,7.8,41.7,1.1,2.7,40.0,0.8,0.8,100,3.0,0.5,9.1,1.5,0.6,0.5,1.0,-1.4,3,0,4,42.5,51.6,48.8
William Harris,Atlanta Talons,GF,7,29,29,14.6,16.9,7.6,10.8,70.1,1.4,2.7,51.3,0.3,0.3,100,2.3,0.4,0.3,0.4,0.4,0.3,0.8,-0.4,0,0,3,45.0,76.9,76.4
Ron Mathews,Atlanta Talons,F,6,31,31,16.1,8.0,3.6,8.0,45.0,0.4,1.8,19.3,0.5,0.8,56.0,5.5,1.2,6.5,0.8,0.8,0.6,0.5,-0.7,1,1,2,33.8,47.9,47.2
De’Aaron Jackson,Atlanta Talons,F,10,31,24,17.4,18.4,7.8,12.6,61.9,1.9,3.6,53.6,0.9,0.9,93.1,4.0,0.8,0.1,0.4,0.6,0.5,1.3,-1.0,1,0,9,38.5,70.7,69.6
Gary Green,Atlanta Talons,FC,4,31,30,15.8,9.0,4.4,7.6,57.2,0.2,1.0,23.3,0.1,0.3,22.2,6.5,1.4,2.5,0.5,1.0,0.3,0.7,-0.1,1,0,2,30.8,58.1,58.7
Horace Allen,Atlanta Talons,C,10,31,8,10.8,7.6,3.6,6.1,58.4,0.3,0.6,40.0,0.2,0.4,58.3,4.3,0.5,2.7,0.5,0.9,0.3,0.4,3.7,0,0,0,39.8,60.7,60.5
Nathaniel Smith,Atlanta Talons,SG,6,31,2,9.8,9.2,4.0,6.3,63.8,0.8,1.8,43.6,0.3,0.3,100,2.7,0.3,0.2,0.5,0.6,0.3,0.5,2.4,0,0,0,39.1,70.9,69.9
Jon Rahm,Atlanta Talons,G,15,30,0,9.3,6.4,2.5,4.3,58.5,0.9,1.5,60.9,0.4,0.4,100,0.9,0.3,5.1,0.7,0.2,0.3,0.6,3.3,0,0,1,44.9,71.0,69.2
Bart Jett,Atlanta Talons,C,11,7,0,8.5,5.0,2.3,3.6,64.0,0.1,0.1,100,0.3,0.7,40.0,3.0,0.4,0.9,0.4,1.0,0.4,0.0,4.4,0,0,0,35.2,64.3,66.0
Ross Harrington,Atlanta Talons,G,2,11,0,3.9,2.9,1.3,2.4,53.8,0.3,0.5,50.0,0.1,0.1,100,0.6,0.1,0.5,0.4,0.5,0.1,0.1,1.4,0,0,0,37.5,60.5,59.6
Ben Olsen,Atlanta Talons,GF,2,24,0,4.3,2.6,1.0,2.5,42.4,0.4,1.0,43.5,0.1,0.1,100,0.6,0.1,0.3,0.3,0.0,0.1,0.2,-0.2,0,0,0,20.6,52.2,50.8
Tyrone Combs,Atlanta Talons,F,1,29,0,7.4,2.7,1.2,3.0,39.8,0.0,0.1,50.0,0.2,0.4,58.3,0.8,0.3,0.0,0.2,0.3,0.2,0.2,1.5,0,0,0,9.0,41.8,40.3
Stefan Hofer,Atlanta Talons,PG,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Elijah Roy Jr.,Atlanta Talons,SG,5,3,0,1.9,3.0,1.3,2.3,57.1,0.3,0.7,50.0,0.0,0.0,-,1.0,0.3,0.0,0.7,0.3,0.0,0.0,1.0,0,0,0,86.1,64.3,64.3
John White,Atlanta Talons,C,R,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Marc McGuire,Boston Charms,PG,R,12,0,1.7,0.3,0.2,0.8,20.0,0.0,0.2,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.6,0,0,0,-7.8,20.0,20.0
Jordan Covington,Boston Charms,G,12,31,31,19.9,26.3,11.2,16.1,69.3,2.9,4.5,64.3,1.1,1.1,100,2.9,0.5,0.4,0.5,0.5,0.8,1.6,8.1,0,0,7,49.0,79.4,78.4
Jalen Hensley,Boston Charms,F,7,31,31,15.5,12.3,5.2,9.7,53.7,1.2,2.5,46.8,0.7,0.7,95.7,3.8,1.0,5.8,0.7,0.8,0.4,0.7,5.2,0,0,4,42.9,61.3,59.7
Timothy Miller,Boston Charms,PF,1,12,0,1.7,1.0,0.5,0.8,66.7,0.0,0.0,-,0.0,0.1,0.0,1.0,0.3,0.1,0.0,0.1,0.1,0.1,-0.6,0,0,0,32.1,63.6,66.7
Tanner Ross,Boston Charms,FC,4,31,29,11.6,7.3,3.4,5.8,58.0,0.1,0.6,21.1,0.4,0.6,55.0,3.5,0.7,0.7,0.1,0.8,0.4,0.4,3.9,0,0,0,27.0,59.3,59.1
