Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Shane Goodwin,Atlanta Talons,PG,9,31,31,15.7,19.8,8.8,10.6,83.0,1.6,2.9,55.6,0.6,0.6,100,1.6,0.2,6.5,0.8,0.6,0.5,1.2,7.4,3,0,8,66.6,91.1,90.6
Kobie Hunt,Atlanta Talons,GF,20,31,31,17.1,22.9,10.0,12.6,79.3,2.2,3.7,60.5,0.7,0.7,100,3.9,0.7,2.6,0.6,0.8,0.2,1.2,6.1,0,0,10,62.5,88.7,88.1
Mitchell Hammond,Atlanta Talons,F,11,31,31,14.1,8.9,4.0,7.3,54.9,0.5,1.6,30.0,0.4,0.5,92.9,2.6,0.4,1.2,0.5,0.9,0.5,0.5,5.5,0,0,0,26.6,59.4,58.2
Tyrell Morgan,Atlanta Talons,F,8,31,31,15.0,7.4,3.2,8.4,37.8,0.6,2.2,26.5,0.5,0.7,71.4,5.5,0.9,5.2,0.6,1.1,0.3,0.4,6.4,2,0,1,29.6,42.7,41.3
Dean Tucker,Atlanta Talons,FC,8,31,31,14.9,7.3,3.5,6.3,56.7,0.1,0.4,23.1,0.1,0.5,26.7,6.1,1.0,3.5,0.5,1.2,0.4,0.6,6.5,1,0,0,31.3,56.6,57.5
Gregory Miller,Atlanta Talons,PG,7,31,0,8.3,7.3,3.3,5.9,55.2,0.5,1.2,44.7,0.3,0.3,100,1.4,0.1,2.1,0.4,0.3,0.2,0.6,-2.4,0,0,0,37.0,60.9,59.8
Scott Turgeon,Atlanta Talons,F,3,31,0,9.3,7.3,3.3,6.1,54.2,0.3,1.1,22.9,0.4,0.4,100,2.2,0.6,0.7,0.2,0.6,0.3,0.3,-1.4,0,0,0,30.7,57.7,56.3
Damon Holiday,Atlanta Talons,F,1,31,0,9.1,4.5,2.0,4.2,47.3,0.1,0.7,19.0,0.4,0.5,75.0,2.5,0.5,0.1,0.5,0.3,0.2,0.2,-1.5,0,0,0,19.9,50.7,48.8
Kurt Holt,Atlanta Talons,GF,5,31,0,6.2,5.3,2.2,4.0,55.6,0.7,1.5,46.7,0.2,0.2,100,1.1,0.1,0.3,0.2,0.2,0.3,0.3,-2.0,0,0,0,30.4,65.0,64.1
Gary Green,Atlanta Talons,FC,17,31,0,9.0,3.5,1.7,3.4,49.1,0.1,0.3,20.0,0.1,0.2,40.0,3.5,0.6,1.6,0.2,0.4,0.4,0.3,-1.4,0,0,0,23.0,49.9,50.0
