Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Braydon Howe,Atlanta Talons,PG,4,31,31,17.6,12.4,5.2,9.5,54.4,1.5,3.1,47.9,0.5,0.7,76.2,2.3,0.6,9.5,0.9,0.2,0.5,0.9,0.7,12,0,9,42.7,62.9,62.2
Kurt Holt,Atlanta Talons,GF,12,31,31,15.7,17.9,7.7,10.5,73.2,1.8,3.0,58.5,0.8,0.8,96.2,2.5,0.2,0.3,0.6,0.5,0.5,1.0,1.2,0,0,4,46.1,82.6,81.7
Corey Christopher,Atlanta Talons,SF,7,31,28,12.5,7.0,3.0,6.0,50.0,0.6,1.8,35.1,0.4,0.5,80.0,2.3,0.3,0.3,0.3,0.5,0.3,0.7,0.5,0,0,0,18.7,56.6,55.4
Francis Wells,Atlanta Talons,F,8,31,31,15.5,10.9,4.8,8.4,56.7,0.6,1.7,35.8,0.8,0.9,88.9,4.5,1.1,1.0,0.5,0.9,0.5,0.7,-0.1,0,0,2,30.8,62.1,60.3
Karl Combs,Atlanta Talons,C,10,31,31,15.8,6.3,3.1,6.5,46.8,0.1,0.7,9.1,0.1,0.2,33.3,6.8,1.5,4.4,0.4,1.3,0.2,0.4,0.1,0,0,1,29.5,47.2,47.3
Claude Curry,Atlanta Talons,GF,10,31,1,10.2,7.7,3.3,6.0,54.6,0.7,1.6,43.1,0.5,0.5,100,2.4,0.3,0.9,0.6,0.6,0.3,0.6,0.4,0,0,0,32.0,62.5,60.5
Corey Phelps,Atlanta Talons,F,9,31,0,9.4,6.5,3.0,6.1,49.2,0.2,1.0,21.9,0.3,0.3,100,1.7,0.5,0.9,0.4,0.3,0.2,0.3,-0.1,0,0,0,26.1,52.5,51.1
Jon Obrien,Atlanta Talons,F,6,30,2,10.3,5.5,2.6,5.4,47.9,0.2,1.0,17.2,0.1,0.2,66.7,3.4,0.5,1.7,0.2,0.6,0.3,0.4,0.0,0,0,0,24.8,49.8,49.4
Dean Tucker,Atlanta Talons,FC,15,28,0,8.3,2.8,1.4,2.7,51.3,0.0,0.3,0.0,0.0,0.3,12.5,2.8,0.4,1.5,0.0,0.3,0.1,0.1,1.1,0,0,0,20.9,49.7,51.3
Darren Knox,Atlanta Talons,SG,2,31,0,2.9,1.7,0.7,1.2,59.5,0.2,0.3,50.0,0.1,0.2,66.7,0.6,0.1,0.0,0.1,0.1,0.1,0.1,-0.8,0,0,0,23.0,66.9,66.2
