Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Jalen King,Atlanta Talons,G,12,31,31,15.4,8.6,3.2,7.6,41.4,1.3,2.8,45.3,1.0,1.0,100,3.0,0.8,9.1,1.3,0.7,0.4,0.6,4.6,4,0,6,42.1,53.1,49.6
William Harris,Atlanta Talons,GF,8,31,31,14.5,18.6,8.1,11.6,69.3,1.3,2.9,43.3,1.2,1.3,97.4,2.4,0.4,0.2,0.5,0.5,0.5,1.0,4.4,0,0,3,48.8,76.3,74.7
Ron Mathews,Atlanta Talons,F,7,31,31,15.6,7.3,3.3,7.2,45.5,0.5,1.8,30.9,0.2,0.5,29.4,6.5,1.3,5.8,0.8,1.1,0.4,0.6,2.1,1,0,2,34.0,48.8,49.3
De’Aaron Jackson,Atlanta Talons,F,11,31,31,15.8,17.9,7.5,11.6,64.4,1.7,3.1,55.8,1.2,1.2,100,4.0,0.6,0.0,0.3,0.5,0.4,0.7,4.0,0,0,6,44.0,73.7,71.8
Gary Green,Atlanta Talons,FC,5,31,31,15.5,7.9,3.7,8.1,46.4,0.1,0.7,14.3,0.4,0.7,50.0,5.9,1.6,2.8,0.7,1.1,0.5,0.2,5.1,0,0,1,29.1,47.4,47.0
Ed Brady,Atlanta Talons,F,R,31,0,7.8,2.1,1.0,2.6,37.5,0.1,0.5,14.3,0.1,0.2,57.1,3.0,0.9,1.9,0.3,0.4,0.4,0.1,1.8,0,0,0,22.6,39.7,38.8
Nathaniel Smith,Atlanta Talons,SG,7,31,0,7.6,6.5,2.7,5.6,48.9,0.5,1.8,29.8,0.5,0.5,100,1.4,0.2,0.2,0.5,0.5,0.3,0.4,1.1,0,0,0,29.6,55.9,53.7
Jon Rahm,Atlanta Talons,G,16,31,0,9.8,7.8,3.0,4.7,64.4,1.2,1.7,66.7,0.5,0.5,100,1.0,0.1,3.9,0.5,0.1,0.4,0.5,2.1,0,0,1,45.0,78.5,76.7
Ben Olsen,Atlanta Talons,GF,3,31,0,7.9,5.6,2.4,5.1,46.5,0.5,1.4,38.6,0.3,0.3,100,2.3,0.2,0.7,0.2,0.2,0.2,0.3,2.9,0,0,0,25.8,53.5,51.9
Bart Jett,Atlanta Talons,C,12,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Elijah Roy Jr.,Atlanta Talons,SG,6,4,0,1.9,2.0,1.0,1.8,57.1,0.0,0.3,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-0.3,0,0,0,35.6,57.1,57.1
Horace Allen,Atlanta Talons,C,11,31,0,9.3,6.3,2.9,5.6,51.4,0.1,0.5,17.6,0.4,0.6,66.7,3.6,0.8,2.0,0.4,0.8,0.2,0.3,1.9,0,0,0,36.8,53.3,52.3
Tyrone Combs,Atlanta Talons,F,2,8,0,3.8,2.3,1.1,1.9,60.0,0.0,0.0,-,0.0,0.0,-,0.4,0.0,0.0,0.1,0.0,0.3,0.0,0.9,0,0,0,19.8,60.0,60.0
John White,Atlanta Talons,C,1,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Nelson Briggs,Atlanta Talons,SG,R,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Carl Joseph,Boston Charms,PG,16,31,31,15.1,15.6,6.3,9.0,69.6,2.1,3.1,67.7,0.9,0.9,100,4.0,0.6,7.9,0.8,0.8,0.4,0.9,8.5,8,0,12,62.9,82.6,81.3
Kym Beshay,Boston Charms,GF,R,25,0,1.3,1.0,0.4,0.7,50.0,0.2,0.3,71.4,0.0,0.0,100,0.3,0.1,0.2,0.1,0.0,0.1,0.0,0.8,0,0,0,32.2,65.1,63.9
Luther Allen,Boston Charms,SF,2,10,0,1.5,0.2,0.1,0.5,20.0,0.0,0.2,0.0,0.0,0.0,-,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.5,0,0,0,-0.6,20.0,20.0
