Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Shane Goodwin,Atlanta Talons,PG,7,31,31,15.9,21.6,9.5,12.2,77.8,1.9,3.2,58.6,0.7,0.8,95.8,1.8,0.3,6.1,0.9,0.5,0.7,1.1,9.1,3,0,7,68.3,86.1,85.5
Aaron Farrell,Atlanta Talons,GF,R,15,0,2.2,1.1,0.3,1.0,33.3,0.1,0.5,25.0,0.3,0.3,100,0.4,0.0,0.3,0.3,0.0,0.1,0.1,-1.1,0,0,0,20.3,47.7,40.0
Scott Turgeon,Atlanta Talons,F,1,31,0,10.4,6.2,2.7,5.3,52.1,0.3,1.2,27.8,0.4,0.5,78.6,2.2,0.5,0.3,0.1,0.4,0.4,0.4,1.2,0,0,0,21.1,56.5,55.2
Gary Green,Atlanta Talons,FC,15,31,31,15.8,7.7,3.6,6.7,54.1,0.2,0.5,31.3,0.3,0.5,71.4,5.6,0.9,2.6,0.7,0.8,0.4,0.5,8.8,1,0,0,27.9,56.1,55.3
Edgar Logan,Atlanta Talons,C,2,21,0,3.0,1.3,0.6,1.1,52.2,0.0,0.0,0.0,0.1,0.2,60.0,1.2,0.4,0.4,0.0,0.1,0.0,0.1,0.5,0,0,0,24.0,53.6,52.2
Dean Tucker,Atlanta Talons,FC,6,31,21,14.2,6.6,3.2,6.4,49.5,0.2,0.9,17.9,0.1,0.5,28.6,5.6,0.9,3.4,0.6,1.2,0.5,0.3,4.7,0,0,0,30.2,50.2,50.8
Gregory Miller,Atlanta Talons,PG,5,31,0,8.2,6.5,2.8,5.9,48.4,0.4,1.6,24.5,0.4,0.4,100,1.7,0.2,2.1,0.5,0.2,0.3,0.7,0.7,0,0,0,31.4,53.4,51.6
Tyrell Morgan,Atlanta Talons,F,6,31,31,15.4,7.2,3.0,6.8,44.3,0.4,1.5,26.7,0.8,1.2,63.2,4.9,0.8,5.3,0.7,0.7,0.4,0.6,7.9,0,0,0,30.0,49.0,47.1
Kobie Hunt,Atlanta Talons,GF,18,31,31,17.1,26.7,11.6,13.7,84.9,2.7,3.7,72.8,0.7,0.7,100,3.7,0.6,2.4,0.7,0.9,0.8,1.1,10.0,0,0,16,73.1,95.1,94.7
Nathaniel Smith,Atlanta Talons,SG,17,8,0,6.2,4.0,1.9,3.5,53.6,0.0,0.6,0.0,0.3,0.3,100,1.1,0.0,0.4,0.1,0.0,0.3,0.6,0.3,0,0,0,17.4,55.4,53.6
