Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Shane Goodwin,Atlanta Talons,PG,12,31,31,15.3,24.1,10.5,12.5,83.8,2.4,3.5,69.2,0.7,0.7,100,2.0,0.3,6.4,0.7,0.6,0.5,1.5,5.9,2,0,15,79.2,93.8,93.3
Kurt Holt,Atlanta Talons,GF,8,31,31,14.4,17.0,7.2,11.0,64.9,1.6,2.9,56.7,1.0,1.0,100,3.0,0.4,0.4,0.5,0.6,0.6,1.1,5.8,0,0,2,44.9,74.0,72.4
Tyrell Morgan,Atlanta Talons,F,11,26,26,15.3,10.0,4.3,9.0,48.3,0.5,2.6,20.9,0.8,1.1,72.4,5.2,0.7,6.6,0.7,1.3,0.5,0.7,5.6,1,0,0,40.1,52.9,51.3
Damon Holiday,Atlanta Talons,F,4,31,31,13.6,7.6,3.5,6.5,53.5,0.2,1.3,17.9,0.4,0.5,86.7,4.6,0.9,1.0,0.8,1.0,0.4,0.3,5.1,0,0,0,28.8,56.6,55.2
Dean Tucker,Atlanta Talons,FC,11,31,31,14.3,8.0,3.9,7.8,50.2,0.1,0.8,8.3,0.2,0.5,35.7,6.4,1.2,3.6,0.6,1.2,0.5,0.5,5.5,3,0,0,33.9,50.4,50.6
Karl Combs,Atlanta Talons,C,6,31,2,9.5,5.3,2.4,4.8,49.7,0.2,0.6,26.3,0.4,0.6,66.7,5.4,1.2,2.8,0.6,0.7,0.4,0.4,-2.8,0,0,0,39.3,52.6,51.3
Mitchell Hammond,Atlanta Talons,F,14,31,0,10.1,8.5,3.8,7.9,48.0,0.3,1.4,20.5,0.6,0.6,100,3.1,0.7,0.6,0.4,0.9,0.5,0.6,-3.0,0,0,0,30.7,52.0,49.8
Claude Curry,Atlanta Talons,GF,6,31,3,10.2,8.9,3.7,7.9,47.1,1.0,2.4,40.5,0.5,0.7,72.7,3.7,0.6,1.3,0.6,0.3,0.4,0.7,-1.7,0,0,0,33.6,54.4,53.3
Corey Christopher,Atlanta Talons,SF,3,31,0,9.0,4.3,1.8,4.6,38.5,0.3,1.2,27.8,0.4,0.5,76.5,2.3,0.4,0.0,0.2,0.4,0.3,0.4,-3.1,0,0,0,13.5,44.2,42.0
Braydon Howe,Atlanta Talons,PG,R,31,0,8.9,6.1,2.5,5.7,44.9,0.6,1.9,32.8,0.4,0.7,47.8,0.9,0.4,4.5,0.4,0.1,0.4,0.5,-3.7,0,0,0,34.5,50.5,50.3
Ken York,Atlanta Talons,FC,1,5,0,5.0,1.2,0.6,1.6,37.5,0.0,0.2,0.0,0.0,0.0,-,2.0,0.6,1.0,0.0,0.8,0.0,0.0,2.4,0,0,0,24.3,37.5,37.5
Larry Conner,Atlanta Talons,FC,2,9,0,1.8,0.4,0.2,0.6,40.0,0.0,0.0,-,0.0,0.0,-,0.8,0.2,0.1,0.0,0.2,0.0,0.0,-0.6,0,0,0,19.5,40.0,40.0
Ray Goodman,Atlanta Talons,SG,1,4,0,5.3,2.0,1.0,2.5,40.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.8,0.0,0.0,0.0,-9.5,0,0,0,14.1,38.3,40.0
Ruben Robinson,Atlanta Talons,FC,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Isaac Chandler,Boston Charms,G,13,31,25,11.1,7.9,3.3,7.8,42.3,1.1,2.4,47.3,0.2,0.4,41.7,2.8,0.7,6.1,1.0,0.3,0.4,0.8,3.2,0,0,0,41.2,49.5,49.6
Marcus Damphousse,Boston Charms,SG,14,31,31,13.2,16.8,7.1,10.6,67.0,1.6,2.9,55.6,1.0,1.0,100,3.5,0.5,2.6,0.8,1.0,0.5,0.8,6.0,0,0,9,59.5,76.0,74.5
Isaiah James,Boston Charms,SF,12,31,31,15.7,18.6,7.7,12.4,62.2,2.4,3.7,63.5,0.9,0.9,93.1,5.5,1.3,1.8,0.7,1.5,0.7,1.0,7.9,3,0,10,54.1,72.8,71.7
