Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Shane Goodwin,Atlanta Talons,PG,6,31,31,15.0,19.1,8.5,11.3,75.9,1.3,2.7,47.6,0.7,0.7,100,1.5,0.2,5.3,0.7,0.5,0.5,0.8,10.5,1,0,5,63.1,82.5,81.7
Kobie Hunt,Atlanta Talons,GF,17,31,31,17.0,23.5,10.1,12.0,84.2,2.5,3.4,73.3,0.7,0.7,100,4.1,0.6,2.5,0.7,0.8,0.3,0.7,11.2,0,0,17,67.2,95.0,94.5
Tyrell Morgan,Atlanta Talons,F,5,31,31,15.4,8.5,3.8,7.6,50.2,0.5,1.7,28.8,0.4,0.6,63.2,5.4,0.8,4.9,0.6,1.2,0.5,0.5,7.7,1,0,0,34.7,54.0,53.4
Gary Green,Atlanta Talons,FC,14,31,24,15.1,7.7,3.6,7.1,50.5,0.3,0.8,33.3,0.3,0.5,64.3,5.6,1.1,3.0,0.6,0.7,0.5,0.3,7.8,1,0,1,29.4,52.8,52.3
Dean Tucker,Atlanta Talons,FC,5,31,24,15.0,7.7,3.6,6.8,53.6,0.2,0.7,21.7,0.3,0.8,30.8,6.4,1.0,3.4,0.6,1.3,0.4,0.3,7.2,1,0,0,32.8,53.7,54.7
Mitchell Hammond,Atlanta Talons,F,8,31,13,13.2,9.7,4.4,8.5,51.1,0.3,1.4,18.2,0.8,0.9,88.9,4.0,0.8,1.0,0.7,0.7,0.2,0.6,8.8,0,0,0,30.1,54.7,52.7
Gregory Miller,Atlanta Talons,PG,4,31,0,9.0,8.9,4.0,6.6,59.7,0.5,1.4,32.6,0.5,0.6,84.2,1.5,0.3,1.7,0.5,0.2,0.4,0.6,0.4,0,0,0,40.4,64.4,63.1
Jalen King,Atlanta Talons,G,21,31,1,6.5,3.5,1.4,3.3,42.7,0.5,1.2,44.7,0.1,0.1,75.0,1.8,0.5,3.7,0.4,0.3,0.2,0.4,-0.7,0,0,0,39.6,51.5,51.0
Kurt Holt,Atlanta Talons,GF,2,30,0,9.5,4.9,2.0,4.9,40.5,0.5,1.3,38.5,0.4,0.5,92.9,1.0,0.1,0.1,0.4,0.1,0.3,0.4,0.4,0,0,0,12.7,48.0,45.6
Nathaniel Smith,Atlanta Talons,SG,16,1,0,10.5,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,-,1.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0,0,0,-1.3,33.3,33.3
Scott Turgeon,Atlanta Talons,F,R,25,0,3.0,1.0,0.5,1.3,36.4,0.0,0.4,0.0,0.0,0.0,-,0.6,0.3,0.0,0.1,0.0,0.0,0.1,0.4,0,0,0,8.2,36.4,36.4
Edgar Logan,Atlanta Talons,C,1,17,0,2.7,0.9,0.4,1.1,36.8,0.0,0.1,0.0,0.1,0.1,100,0.7,0.2,0.2,0.0,0.1,0.1,0.1,0.9,0,0,0,10.9,38.6,36.8
Stanley Pope,Atlanta Talons,G,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Rodney Sweeney,Atlanta Talons,PF,R,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Shea Demers,Atlanta Talons,SF,1,8,0,1.5,0.3,0.1,0.6,20.0,0.0,0.4,0.0,0.0,0.0,-,0.5,0.0,0.3,0.0,0.1,0.1,0.1,1.0,0,0,0,2.1,20.0,20.0
Ivan Chandler,Boston Charms,G,7,31,13,13.5,10.4,4.4,8.5,51.3,1.6,2.9,55.1,0.1,0.4,30.8,2.5,0.5,6.2,1.3,0.2,0.6,0.7,0.2,3,0,1,43.8,60.1,60.6
Milton Roberson,Boston Charms,GF,16,31,0,12.8,11.1,4.6,8.1,56.6,1.2,2.4,49.3,0.8,0.8,100,2.1,0.2,0.3,0.6,0.5,0.5,0.5,1.3,0,0,1,32.2,65.8,63.7
Max Evans,Boston Charms,F,4,31,19,10.9,5.2,2.4,5.4,44.6,0.3,1.4,21.4,0.1,0.4,33.3,4.5,0.9,4.4,0.7,0.6,0.5,0.5,-0.9,0,0,0,34.2,47.0,47.3
Michael Yates,Boston Charms,F,3,31,12,11.7,9.1,4.0,7.7,51.7,0.6,1.8,31.6,0.5,0.7,69.6,4.4,0.7,1.8,0.5,0.8,0.6,0.5,1.1,0,0,0,36.0,56.4,55.4
Dwight Roy,Boston Charms,C,9,31,0,9.5,8.5,4.1,6.4,63.6,0.1,0.5,20.0,0.3,0.5,71.4,3.8,1.1,1.9,0.3,0.6,0.2,0.4,1.2,0,0,1,46.1,64.9,64.4
Mike McKinney,Boston Charms,F,2,26,0,6.9,3.6,1.7,3.4,51.1,0.1,0.3,33.3,0.0,0.0,-,1.9,0.3,0.9,0.3,0.4,0.1,0.3,1.7,0,0,0,24.7,52.8,52.8
Zacharius Casper,Boston Charms,C,8,31,31,14.5,14.2,6.6,10.8,61.4,0.6,1.8,33.9,0.4,0.6,66.7,5.8,1.2,2.4,1.2,1.1,0.6,0.5,0.7,0,0,6,49.6,64.5,64.2
Jordan Covington,Boston Charms,G,22,31,18,11.7,10.9,4.5,7.4,61.1,1.3,2.1,63.1,0.5,0.5,100,1.7,0.4,0.1,0.1,0.2,0.4,0.8,2.5,0,0,0,31.9,71.4,70.1
Alijah Carter,Boston Charms,SG,8,31,31,11.7,10.4,4.2,7.1,58.6,1.1,2.3,45.8,1.0,1.0,100,2.8,0.3,0.6,0.9,0.4,0.4,0.7,0.4,0,0,0,36.5,68.8,66.1
Kevin Adams,Boston Charms,F,R,15,0,2.3,1.7,0.8,1.4,57.1,0.0,0.1,0.0,0.1,0.2,66.7,0.7,0.1,0.1,0.0,0.1,0.1,0.1,1.2,0,0,0,27.4,58.2,57.1
Wallace Lambert,Boston Charms,SG,2,4,0,1.9,0.5,0.3,0.3,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.3,0.0,0.0,0.3,0.0,2.8,0,0,0,13.4,100.0,100.0
Jalen Hensley,Boston Charms,F,17,31,31,14.4,13.5,5.8,11.1,52.8,1.0,2.5,40.8,0.8,0.8,96.2,4.4,1.6,5.1,0.5,1.2,0.5,0.6,1.8,2,0,6,48.4,59.0,57.3
Seth Chapman,Boston Charms,G,R,15,0,4.6,2.1,0.9,2.7,35.0,0.0,0.5,0.0,0.2,0.2,100,0.1,0.0,0.7,0.2,0.1,0.1,0.1,-1.9,0,0,0,11.7,37.5,35.0
Aaron McGee,Boston Charms,C,1,1,0,0.2,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0
Clarence Conner,Boston Charms,PF,1,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Max Keller,Brooklyn Ballers,G,5,31,25,12.4,8.9,3.6,7.4,48.3,1.1,2.7,39.8,0.7,0.7,91.3,2.5,0.2,3.3,1.0,0.4,0.4,0.8,-4.0,0,0,1,33.2,57.5,55.4
Antonio Phelps,Brooklyn Ballers,GF,11,31,24,12.6,10.3,4.4,8.3,53.1,1.0,2.1,48.4,0.5,0.5,100,3.0,0.4,1.6,0.8,0.6,0.4,0.8,-2.6,0,0,1,34.0,60.5,59.2
Jaxon Moreau,Brooklyn Ballers,GF,8,31,31,11.2,10.3,4.3,7.2,58.9,1.1,2.2,50.7,0.7,0.7,100,2.5,0.4,0.1,0.6,0.6,0.5,0.9,-1.8,0,0,2,34.6,68.5,66.5
Christian Shaffer,Brooklyn Ballers,PF,8,31,19,12.9,7.9,3.7,7.2,51.4,0.1,0.5,25.0,0.5,0.6,70.0,5.9,1.3,2.4,0.5,1.0,0.4,0.2,-0.4,1,0,2,35.1,53.3,52.3
Chad Goodwin,Brooklyn Ballers,FC,4,30,23,13.2,8.0,3.9,7.1,54.5,0.2,0.7,28.6,0.1,0.2,33.3,4.7,1.6,2.8,0.4,0.7,0.4,0.5,-4.5,0,0,3,33.2,55.6,55.9
Louis Huff,Brooklyn Ballers,FC,5,31,20,13.6,10.1,4.7,8.2,57.6,0.5,1.5,30.4,0.2,0.5,35.7,4.8,0.8,1.3,0.3,0.7,0.5,0.9,-5.5,2,0,2,30.9,59.9,60.4
Garry Hess,Brooklyn Ballers,G,3,31,13,11.9,9.1,3.8,7.6,50.4,0.5,1.7,26.9,1.0,1.1,88.6,1.4,0.3,3.7,0.3,0.2,0.3,0.7,-2.5,0,0,0,32.8,56.3,53.4
Allan McGuire,Brooklyn Ballers,G,15,31,0,12.4,8.8,3.6,7.5,48.1,1.2,2.8,42.0,0.4,0.5,76.5,2.1,0.2,0.7,0.6,0.5,0.4,0.6,-4.3,0,0,0,25.1,57.0,56.0
Ralph Kemp,Brooklyn Ballers,GF,1,28,0,10.9,5.3,2.4,5.3,46.3,0.3,1.0,24.1,0.1,0.2,66.7,2.3,0.6,2.0,0.3,0.4,0.3,0.4,-4.3,0,0,0,22.0,49.1,48.6
Ricky Holland,Brooklyn Ballers,C,15,15,0,9.0,4.9,2.4,4.4,54.5,0.1,0.3,50.0,0.0,0.0,-,3.4,0.7,1.5,0.3,0.4,0.3,0.3,2.0,0,0,0,28.7,56.1,56.1
Freddie Stewart,Brooklyn Ballers,F,3,23,0,7.2,1.7,0.9,2.4,36.4,0.0,0.5,0.0,0.0,0.0,-,1.4,0.5,0.2,0.3,0.2,0.4,0.3,-5.4,0,0,0,7.9,36.4,36.4
Marvin Mann,Brooklyn Ballers,G,2,4,0,1.5,0.5,0.3,0.3,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.5,0,0,0,22.9,100.0,100.0
Daris Ilic,Brooklyn Ballers,G,R,1,0,1.9,2.0,1.0,1.0,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,45.6,100.0,100.0
Reggie Parker,Brooklyn Ballers,GF,R,1,0,1.8,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,0,0,0,-13.6,0.0,0.0
Julius Newton,Brooklyn Ballers,C,18,15,0,1.2,0.8,0.4,0.5,75.0,0.0,0.0,-,0.0,0.0,-,0.4,0.1,0.3,0.0,0.0,0.1,0.1,-0.5,0,0,0,33.8,75.0,75.0
Maurice Pratt,Charlotte Stingers,PG,R,7,0,1.9,1.1,0.6,1.7,33.3,0.0,0.6,0.0,0.0,0.0,-,0.1,0.0,0.1,0.1,0.0,0.0,0.0,-1.4,0,0,0,9.8,33.3,33.3
Ronnie Lambert,Charlotte Stingers,G,1,28,0,7.6,3.8,1.7,4.1,40.9,0.4,1.6,25.0,0.0,0.0,100,1.4,0.0,0.3,0.7,0.2,0.1,0.2,-1.2,0,0,0,17.9,45.9,45.7
Patrick Love,Charlotte Stingers,GF,9,31,28,14.4,13.5,5.7,9.0,62.9,1.4,2.5,55.7,0.7,0.8,95.8,2.9,0.6,3.1,0.8,0.6,0.4,0.8,-1.3,0,0,7,44.8,72.1,70.7
Gilbert Woods,Charlotte Stingers,PF,7,31,22,11.9,9.3,4.3,7.9,54.7,0.3,1.0,28.1,0.4,0.6,61.1,4.1,0.8,0.7,0.2,0.8,0.5,0.4,-0.5,0,0,0,31.4,56.9,56.5
Terrence Carr,Charlotte Stingers,C,R,31,2,12.0,5.7,2.7,6.0,44.4,0.0,0.4,7.7,0.3,0.5,66.7,3.1,1.4,1.7,0.1,0.3,0.1,0.4,-1.4,0,0,0,20.6,45.7,44.7
Franklin Moss,Charlotte Stingers,PG,5,31,0,11.2,7.1,2.7,5.5,49.4,0.8,1.8,47.3,0.7,0.9,85.2,2.8,0.5,4.5,1.0,0.5,0.3,0.5,-0.9,0,0,2,39.9,59.5,57.0
Christian Pope,Charlotte Stingers,F,3,31,7,13.8,7.3,3.4,7.8,43.6,0.3,1.6,19.6,0.2,0.3,50.0,5.2,0.9,1.7,0.6,0.9,0.5,0.5,-3.1,0,0,1,24.2,45.9,45.7
Joe Maxwell,Charlotte Stingers,FC,18,31,31,11.9,6.7,3.2,6.1,51.9,0.2,1.0,18.8,0.2,0.4,58.3,3.8,0.8,1.3,0.5,0.5,0.3,0.5,-1.8,0,0,0,26.3,53.8,53.4
Philip Perry,Charlotte Stingers,GF,6,31,20,13.3,11.8,4.9,8.2,59.2,1.5,2.5,59.5,0.5,0.7,72.7,3.1,0.3,4.6,0.9,0.2,0.5,0.9,-2.3,0,0,1,45.1,69.0,68.4
Charlie Pearson,Charlotte Stingers,SF,6,31,14,12.9,13.4,5.7,9.3,61.7,1.4,2.5,53.2,0.6,0.7,95.2,2.6,0.4,1.4,0.3,0.8,0.4,0.3,-2.4,0,0,3,44.8,70.2,69.0
Zachary Holloway,Charlotte Stingers,FC,2,2,0,1.1,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,0,0,0,0.0,0.0,0.0
Darnell Knight,Charlotte Stingers,PG,15,31,31,11.7,7.4,3.2,6.3,51.5,0.7,1.8,40.4,0.2,0.2,71.4,1.5,0.3,5.8,0.6,0.3,0.2,0.7,-1.8,1,0,0,37.2,57.8,57.5
Ray Gross,Charlotte Stingers,FC,4,2,0,5.7,1.0,0.5,2.0,25.0,0.0,0.0,-,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,0,-3.7,20.5,25.0
Wesley Wallace,Charlotte Stingers,SG,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Jackie Harrison,Charlotte Stingers,G,1,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Adrian Palmer,Chicago Blues,PG,1,31,2,11.1,7.0,3.1,6.7,45.9,0.5,1.8,29.8,0.2,0.4,58.3,3.2,1.1,5.8,0.6,0.1,0.4,0.6,-3.7,1,0,2,39.2,50.4,50.0
Bill Parker,Chicago Blues,G,9,31,31,14.3,14.3,6.1,10.1,60.1,1.6,3.2,51.0,0.5,0.6,89.5,2.1,0.2,4.2,0.9,0.3,0.4,0.9,-3.5,0,0,5,46.5,69.1,68.2
Marcus Pearson,Chicago Blues,GF,5,31,31,14.2,10.7,4.6,8.9,52.2,0.9,2.3,41.4,0.5,0.5,100,3.6,0.6,1.0,0.8,0.8,0.5,0.7,-3.9,0,0,0,30.3,58.8,57.4
Mathew Adams,Chicago Blues,FC,17,31,31,12.8,8.7,4.0,7.5,53.9,0.3,1.4,23.3,0.3,0.5,58.8,2.8,0.9,0.7,0.4,0.5,0.3,0.5,-3.7,0,0,0,25.8,56.4,56.0
Ralph Simon,Chicago Blues,FC,4,31,31,12.9,6.2,2.8,5.9,47.0,0.3,0.7,38.1,0.4,0.5,75.0,6.4,1.7,2.4,0.7,0.8,0.1,0.4,-2.9,0,0,0,32.3,50.5,49.2
Eric Hardy,Chicago Blues,G,15,31,0,8.6,5.1,2.1,5.1,42.0,0.6,1.5,42.6,0.2,0.4,45.5,1.1,0.1,0.4,0.2,0.1,0.2,0.5,-2.3,0,0,0,14.8,48.5,48.4
Dwight Fleming,Chicago Blues,SF,6,31,0,9.8,6.8,3.1,6.3,48.5,0.5,1.7,29.6,0.2,0.3,60.0,3.7,0.5,1.3,0.7,0.4,0.3,0.5,-3.1,0,0,0,31.0,52.9,52.6
Luis Chapman,Chicago Blues,C,2,31,0,10.0,5.2,2.4,5.3,46.0,0.1,0.4,33.3,0.2,0.5,46.7,3.0,1.1,0.5,0.3,0.7,0.2,0.3,-2.5,0,0,0,22.6,47.5,47.2
Nick Obrien,Chicago Blues,PF,16,28,0,11.1,4.7,2.0,5.2,38.6,0.1,0.9,16.0,0.6,0.8,72.7,4.2,0.6,0.9,0.4,0.9,0.1,0.3,-3.1,0,0,0,20.0,42.7,40.0
Felix Barron,Chicago Blues,G,6,31,29,14.1,11.6,4.8,9.1,52.3,1.7,3.5,50.5,0.4,0.6,55.0,2.2,0.6,5.7,0.9,0.1,0.4,1.0,-4.5,1,0,5,40.6,61.9,61.8
Philip Whitaker,Chicago Blues,PF,6,3,0,11.1,2.7,1.3,7.3,18.2,0.0,1.3,0.0,0.0,0.0,-,4.3,1.3,1.7,0.0,0.3,0.0,0.7,-16.0,0,0,0,1.0,18.2,18.2
Stephen Bryan,Chicago Blues,FC,R,24,0,1.6,1.0,0.5,1.0,47.8,0.0,0.2,0.0,0.0,0.1,50.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,-0.8,0,0,0,13.8,48.2,47.8
Dave Bucyk,Chicago Blues,GF,1,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Torrance Hill,Chicago Blues,PF,R,1,0,1.1,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0.0,0.0,0.0
Isaac Maxwell,Chicago Blues,FC,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Corey May,Cleveland Gladiators,PG,1,12,0,1.9,2.2,0.9,1.4,64.7,0.3,0.4,80.0,0.0,0.0,-,0.0,0.0,0.8,0.0,0.0,0.2,0.1,-0.7,0,0,0,50.9,76.5,76.5
Theodore Houston,Cleveland Gladiators,G,3,31,27,12.4,12.0,5.2,9.5,54.6,1.2,2.8,41.9,0.5,0.7,77.3,2.5,0.4,3.2,0.9,0.3,0.3,0.7,-1.5,0,0,4,42.9,61.6,60.8
