Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Shane Goodwin,Atlanta Talons,PG,8,26,26,15.1,18.7,8.5,10.4,81.9,1.4,2.5,55.4,0.3,0.3,100,2.0,0.3,6.6,0.6,0.7,0.5,0.8,10.1,1,0,8,66.9,88.8,88.5
Kobie Hunt,Atlanta Talons,GF,19,31,31,17.0,23.7,10.3,12.7,81.2,2.5,3.3,76.7,0.6,0.6,100,4.1,0.5,2.1,0.6,1.1,0.4,0.8,8.9,0,0,15,66.4,91.7,91.2
Mitchell Hammond,Atlanta Talons,F,10,31,22,13.2,8.2,3.8,7.2,52.7,0.3,1.1,23.5,0.4,0.4,91.7,2.7,0.3,0.5,0.5,1.0,0.4,0.5,7.8,0,0,0,24.2,55.6,54.5
Tyrell Morgan,Atlanta Talons,F,7,31,31,14.9,8.1,3.6,7.8,46.3,0.6,2.0,29.5,0.3,0.4,61.5,4.6,0.8,4.3,0.8,1.3,0.4,0.6,8.1,0,0,1,32.1,50.5,50.0
Dean Tucker,Atlanta Talons,FC,7,31,31,14.6,7.7,3.7,7.1,51.8,0.1,0.6,20.0,0.3,0.6,44.4,6.9,0.9,3.7,0.2,1.5,0.4,0.5,8.1,2,0,1,33.0,52.7,52.7
Gregory Miller,Atlanta Talons,PG,6,31,5,10.1,10.0,4.4,8.3,53.3,0.5,2.0,27.4,0.6,0.7,85.7,1.9,0.1,2.5,0.5,0.4,0.4,0.9,1.0,0,0,0,38.5,58.0,56.6
Gary Green,Atlanta Talons,FC,16,31,9,10.9,5.0,2.4,4.7,51.0,0.0,0.5,6.3,0.1,0.3,44.4,4.8,1.0,2.3,0.3,0.7,0.4,0.4,2.9,0,0,0,28.5,51.3,51.4
Kurt Holt,Atlanta Talons,GF,4,31,0,7.3,6.3,2.6,4.5,57.4,0.8,1.3,58.5,0.3,0.3,100,1.9,0.2,0.1,0.3,0.2,0.2,0.3,1.5,0,0,0,32.8,67.3,66.0
Scott Turgeon,Atlanta Talons,F,2,31,0,9.5,5.7,2.5,5.0,50.0,0.4,1.3,30.8,0.3,0.4,72.7,2.4,0.5,0.8,0.2,0.4,0.3,0.3,1.8,0,0,0,24.1,54.7,53.8
Damon Holiday,Atlanta Talons,F,R,31,0,6.9,2.5,1.2,2.2,53.6,0.0,0.2,14.3,0.1,0.3,50.0,1.6,0.2,0.0,0.1,0.2,0.3,0.1,1.4,0,0,0,15.2,54.5,54.3
Aaron Farrell,Atlanta Talons,GF,1,16,0,2.6,2.0,0.9,1.8,48.3,0.2,0.6,30.0,0.1,0.1,100,0.6,0.0,0.9,0.0,0.1,0.0,0.0,1.3,0,0,0,35.8,54.3,53.4
Edgar Logan,Atlanta Talons,C,3,19,0,2.2,0.8,0.4,0.7,50.0,0.1,0.1,50.0,0.1,0.1,100,0.8,0.2,0.2,0.1,0.1,0.0,0.0,1.5,0,0,0,23.6,55.4,53.6
Simon Tucker,Atlanta Talons,F,1,1,0,1.1,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0,0,0,0.0,0.0,0.0
Bryson Warner,Atlanta Talons,PF,R,3,0,1.9,0.7,0.3,0.7,50.0,0.0,0.0,-,0.0,0.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.3,2.3,0,0,0,6.4,50.0,50.0
Rodney Sweeney,Atlanta Talons,PF,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Ronnie Lambert,Boston Charms,G,3,31,1,14.3,10.9,4.8,9.4,51.0,1.1,2.9,36.7,0.3,0.4,90.9,3.4,0.4,2.1,1.2,0.9,0.4,0.9,-3.2,0,0,3,33.2,57.5,56.7
Christian Valentine,Boston Charms,SG,R,31,0,4.4,3.2,1.4,2.7,52.4,0.2,0.7,27.3,0.1,0.2,57.1,0.5,0.1,0.1,0.1,0.2,0.1,0.2,-2.0,0,0,0,23.2,56.3,56.0
Mike McKinney,Boston Charms,F,4,31,11,13.0,9.0,4.0,8.2,49.2,0.5,1.7,28.3,0.5,0.7,68.2,4.4,1.1,2.5,0.7,0.9,0.6,0.6,-3.5,0,0,0,33.4,53.1,52.2
Kevin Adams,Boston Charms,F,2,5,0,1.7,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,-,0.8,0.4,0.2,0.0,0.2,0.0,0.2,-1.8,0,0,0,1.2,0.0,0.0
Jontae Wilcox,Boston Charms,C,1,31,0,9.5,3.4,1.7,3.5,47.7,0.0,0.2,14.3,0.0,0.2,20.0,2.3,0.8,0.6,0.3,0.5,0.3,0.2,-0.5,0,0,0,17.4,47.7,48.2
Ivan Chandler,Boston Charms,G,9,31,30,12.3,10.6,4.4,8.4,51.9,1.2,2.7,44.0,0.7,0.9,75.9,2.5,0.7,5.9,1.1,0.4,0.4,0.7,-3.6,1,0,2,48.6,60.3,59.0
Michael Yates,Boston Charms,F,5,31,4,12.2,9.9,4.5,9.1,48.8,0.6,1.7,37.7,0.3,0.5,71.4,5.1,1.0,1.6,0.4,1.0,0.4,0.7,-3.4,1,0,2,34.1,52.9,52.3
Alijah Carter,Boston Charms,SG,10,31,31,13.2,13.8,5.9,10.7,55.3,1.3,2.9,44.4,0.7,0.7,100,3.3,0.5,0.7,0.9,0.6,0.4,1.0,-5.9,0,0,1,39.3,62.7,61.3
Milton Roberson,Boston Charms,GF,18,31,0,3.0,2.5,1.1,2.1,50.8,0.3,0.6,47.4,0.1,0.1,100,0.2,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0,0,0,26.8,59.2,57.7
Max Evans,Boston Charms,F,6,31,22,12.1,7.2,3.3,6.7,48.8,0.4,1.3,27.5,0.3,0.4,66.7,5.2,1.3,4.0,0.6,0.9,0.5,0.5,-4.4,1,0,0,37.5,52.0,51.4
Dwight Roy,Boston Charms,C,11,31,31,12.1,10.5,5.1,8.2,62.1,0.1,0.8,16.7,0.2,0.5,50.0,4.6,1.2,1.7,0.3,0.8,0.7,0.5,-6.1,0,0,0,40.5,62.7,62.8
Jalen Hensley,Boston Charms,F,19,27,25,13.1,9.3,4.0,8.6,47.0,0.7,2.3,28.6,0.6,0.7,83.3,3.2,1.0,4.6,0.5,0.9,0.5,0.6,-5.7,1,0,3,36.4,52.3,50.9
Tony Larsen,Boston Charms,C,1,4,0,3.9,0.0,0.0,1.8,0.0,0.0,0.0,-,0.0,0.0,-,1.8,0.0,0.3,0.0,0.3,0.0,0.0,0.8,0,0,0,-6.2,0.0,0.0
Seth Chapman,Boston Charms,G,2,25,0,2.5,1.8,0.8,1.5,52.6,0.2,0.6,31.3,0.0,0.0,-,0.4,0.1,0.2,0.0,0.0,0.2,0.2,-2.0,0,0,0,22.5,59.2,59.2
Gerald Shelton,Boston Charms,C,R,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Cody Kelly,Brooklyn Ballers,G,5,31,31,11.6,12.8,5.4,7.8,69.0,1.1,1.8,60.7,0.9,1.0,96.7,1.7,0.4,1.5,0.4,0.3,0.3,0.8,-2.2,0,0,3,46.5,77.8,76.0
Garry Hess,Brooklyn Ballers,G,5,31,28,13.4,12.0,5.0,9.2,54.9,1.1,2.6,42.5,0.9,1.0,84.4,1.9,0.5,4.0,0.6,0.2,0.7,0.7,-1.8,0,0,3,39.9,62.6,60.9
Jaxon Moreau,Brooklyn Ballers,GF,10,31,29,11.4,8.7,3.7,7.1,52.5,0.8,1.9,43.3,0.4,0.4,100,2.5,0.3,0.3,0.6,0.6,0.5,0.5,-2.8,0,0,1,28.5,59.7,58.4
Chad Goodwin,Brooklyn Ballers,FC,6,31,31,13.1,6.2,3.0,6.3,46.9,0.1,0.6,16.7,0.2,0.3,60.0,5.1,1.1,2.9,0.5,0.8,0.4,0.4,-3.2,0,0,2,28.2,48.2,47.7
Louis Huff,Brooklyn Ballers,FC,7,31,31,13.1,7.4,3.4,7.5,45.3,0.2,1.0,16.1,0.4,0.7,59.1,5.3,1.0,1.1,0.2,1.0,0.5,0.5,-2.6,1,0,1,23.8,47.2,46.4
Ralph Kemp,Brooklyn Ballers,GF,3,31,1,12.5,10.9,4.9,8.9,55.1,0.5,2.0,27.9,0.5,0.7,73.9,4.2,0.9,2.8,0.4,0.5,0.5,0.5,0.2,0,0,1,40.5,59.1,58.2
Antonio Phelps,Brooklyn Ballers,GF,13,31,4,12.9,10.3,4.5,8.2,54.5,0.6,2.2,27.5,0.8,0.8,100,3.5,0.6,1.4,0.6,0.6,0.3,0.5,0.8,0,0,5,34.7,60.6,58.3
Chase Lewis III,Brooklyn Ballers,PF,R,31,0,9.1,3.2,1.5,2.9,53.3,0.0,0.2,16.7,0.1,0.2,28.6,2.8,0.5,1.8,0.4,0.5,0.3,0.2,-0.3,0,0,0,23.6,53.2,53.9
Allan McGuire,Brooklyn Ballers,G,17,31,0,9.7,7.4,3.0,5.6,53.7,0.9,1.8,51.8,0.4,0.5,92.9,0.9,0.2,1.0,0.6,0.1,0.2,0.5,-1.8,0,0,0,29.3,63.5,62.0
Ricky Holland,Brooklyn Ballers,C,17,31,0,11.8,5.8,2.8,5.4,52.1,0.0,0.3,10.0,0.2,0.3,60.0,3.7,0.9,1.7,0.1,0.4,0.4,0.4,0.0,0,0,0,24.0,52.8,52.4
Freddie Stewart,Brooklyn Ballers,F,5,21,0,1.3,0.6,0.2,0.7,33.3,0.0,0.3,0.0,0.1,0.2,60.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,1.3,0,0,0,9.1,37.8,33.3
Josh Graham,Brooklyn Ballers,G,1,12,0,1.7,0.7,0.3,1.1,30.8,0.0,0.3,0.0,0.0,0.0,-,0.2,0.1,0.8,0.0,0.0,0.0,0.1,-0.6,0,0,0,16.5,30.8,30.8
Daris Ilic,Brooklyn Ballers,G,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Allan Wilkins,Brooklyn Ballers,PF,1,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Reggie Parker,Brooklyn Ballers,GF,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Sean Simmons,Charlotte Stingers,PG,4,30,26,12.3,11.4,5.0,8.9,56.6,0.8,1.9,43.9,0.5,0.6,82.4,2.6,0.4,3.5,0.5,0.1,0.2,0.7,-0.9,0,0,1,41.1,62.1,61.2
Philip Perry,Charlotte Stingers,GF,8,31,25,12.9,10.2,4.3,7.7,56.1,1.1,2.3,48.6,0.4,0.6,72.2,3.5,0.7,4.7,0.7,0.6,0.5,0.8,-0.7,0,0,2,43.0,64.0,63.4
Charlie Pearson,Charlotte Stingers,SF,8,31,6,13.9,14.8,6.3,10.9,58.2,1.6,3.0,52.1,0.5,0.6,94.4,3.5,0.5,1.8,0.4,0.8,0.4,0.6,-1.4,0,0,5,43.9,66.4,65.4
