Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Jalen King,Atlanta Talons,G,14,31,31,17.4,9.7,3.8,9.3,41.0,1.2,3.1,37.9,0.9,1.0,93.5,3.3,0.7,10.2,1.4,0.5,0.6,0.6,-4.2,10,0,5,39.1,49.9,47.2
Nathaniel Smith,Atlanta Talons,SG,9,31,31,14.7,11.3,4.7,8.5,55.1,1.1,2.7,41.2,0.7,0.7,100,2.6,0.2,0.6,0.9,0.6,0.5,0.7,-2.3,0,0,3,29.5,63.6,61.7
William Harris,Atlanta Talons,GF,10,31,31,14.5,13.9,6.0,9.7,61.9,1.0,2.7,37.6,0.8,0.9,96.3,2.9,0.3,0.1,0.6,0.5,0.6,1.1,-2.5,0,0,1,34.5,68.8,67.2
De’Aaron Jackson,Atlanta Talons,F,13,31,31,14.4,13.5,5.8,10.1,57.6,1.2,2.8,41.4,0.7,0.7,100,3.6,0.8,0.1,0.4,0.7,0.5,1.2,-2.1,0,0,2,33.3,64.9,63.4
Horace Allen,Atlanta Talons,C,13,31,26,13.8,7.0,3.4,6.1,55.0,0.1,0.5,17.6,0.2,0.2,71.4,5.6,1.2,3.4,0.4,1.1,0.4,0.4,-3.3,0,0,0,33.1,56.2,55.8
Gary Green,Atlanta Talons,FC,7,31,5,10.0,7.1,3.4,6.1,55.3,0.2,0.5,42.9,0.2,0.4,38.5,4.5,1.3,1.3,0.3,0.4,0.2,0.4,-1.2,0,0,0,34.4,56.5,56.9
Ron Mathews,Atlanta Talons,F,9,31,0,9.1,5.5,2.5,5.7,42.7,0.2,1.1,20.6,0.3,0.4,76.9,3.4,0.7,2.0,0.4,0.6,0.2,0.5,-2.3,0,0,0,28.5,46.0,44.7
Ed Brady,Atlanta Talons,F,2,31,0,9.1,3.2,1.5,4.8,30.7,0.1,1.1,11.4,0.1,0.2,50.0,3.2,0.9,2.6,0.5,0.5,0.2,0.3,-2.3,0,0,0,21.0,32.4,32.0
Jon Rahm,Atlanta Talons,G,18,31,0,10.4,8.3,3.2,6.1,52.1,1.5,2.5,61.0,0.5,0.5,93.8,0.9,0.1,3.3,0.7,0.1,0.4,0.5,-2.3,0,0,0,38.4,66.1,64.6
Mitchell Hammond,Atlanta Talons,F,1,3,0,1.5,0.7,0.3,0.3,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3,0,0,0,19.0,100.0,100.0
Jimmie Shepherd,Atlanta Talons,F,1,8,0,1.6,0.5,0.3,0.8,33.3,0.0,0.0,-,0.0,0.0,-,0.4,0.1,0.0,0.3,0.0,0.1,0.0,-1.3,0,0,0,13.3,33.3,33.3
Christopher Dennis,Atlanta Talons,GF,1,25,0,7.1,2.7,1.1,3.0,36.5,0.5,1.4,35.3,0.0,0.1,33.3,1.0,0.2,0.1,0.4,0.4,0.1,0.3,-0.8,0,0,0,12.2,44.5,44.6
Everett McGuire,Atlanta Talons,C,R,3,0,1.5,0.7,0.3,1.0,33.3,0.0,0.0,-,0.0,0.0,-,0.7,0.3,0.0,0.0,0.0,0.0,0.3,-3.3,0,0,0,1.7,33.3,33.3
Dana Wall,Atlanta Talons,PF,R,2,0,1.2,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0,0,0,6.3,0.0,0.0
Nelson Briggs,Atlanta Talons,SG,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Carl Joseph,Boston Charms,PG,18,31,31,14.2,15.9,6.4,9.1,70.2,2.1,3.0,71.7,1.0,1.0,100,3.0,0.3,8.3,1.3,1.0,0.5,0.9,7.0,10,0,12,69.7,83.4,81.9
Milton Roberson,Boston Charms,GF,9,31,5,9.7,10.5,4.5,7.5,59.0,1.2,2.1,57.6,0.4,0.4,100,1.8,0.3,0.4,0.6,0.5,0.4,0.6,3.0,0,0,1,41.8,68.1,67.1
Jalen Hensley,Boston Charms,F,10,26,26,17.3,14.9,6.5,11.2,58.3,0.9,2.4,38.7,1.0,1.0,100,4.8,1.2,7.6,0.6,1.5,0.5,1.0,9.6,6,0,2,50.0,64.4,62.4
Chris Washington,Boston Charms,FC,9,31,6,15.9,11.9,5.6,9.2,61.3,0.2,0.9,24.1,0.5,1.0,50.0,6.7,1.3,3.5,0.5,1.6,0.5,0.9,5.9,2,0,4,40.8,62.2,62.5
Tanner Ross,Boston Charms,FC,7,31,31,14.6,11.5,5.1,9.4,53.8,0.3,1.4,21.4,1.1,1.5,73.3,5.4,0.9,2.4,1.1,1.5,0.5,0.6,7.6,3,0,2,39.9,57.1,55.3
Tanner Smith,Boston Charms,SF,11,31,0,11.3,7.9,3.4,6.7,49.8,0.7,2.2,32.8,0.5,0.5,82.4,3.9,0.3,0.2,0.8,0.6,0.2,0.7,2.9,0,0,1,27.7,56.4,55.0
Hawk Rosario,Boston Charms,G,16,31,0,9.3,4.6,1.8,3.8,47.1,0.5,1.4,34.9,0.5,0.5,100,2.0,0.4,1.8,0.3,0.3,0.3,0.6,2.4,0,0,0,23.0,56.5,53.4
Alex Conley,Boston Charms,SF,1,25,0,1.8,1.4,0.6,0.9,60.9,0.1,0.2,75.0,0.1,0.2,75.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0,0,0,26.4,68.7,67.4
Kym Beshay,Boston Charms,GF,2,16,0,4.3,3.8,1.3,2.4,53.8,0.4,1.1,33.3,0.8,0.8,92.3,1.1,0.1,0.6,0.3,0.2,0.1,0.1,0.4,0,0,0,41.1,67.1,61.5
Jordan Covington,Boston Charms,G,15,31,31,13.9,20.8,8.6,11.2,76.9,2.6,3.6,72.1,1.0,1.0,100,2.3,0.5,0.4,0.5,0.4,0.6,0.9,7.4,0,0,2,62.1,89.5,88.5
Zacharius Casper,Boston Charms,C,1,31,25,11.4,7.3,3.5,5.7,60.7,0.1,0.6,16.7,0.3,0.3,88.9,3.7,0.6,1.3,0.3,0.9,0.2,0.5,3.9,0,0,0,31.6,62.4,61.5
Horace Hartman,Boston Charms,F,2,17,0,1.8,0.3,0.1,0.4,33.3,0.1,0.1,50.0,0.0,0.0,-,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.4,0,0,0,5.0,41.7,41.7
Ivan Chandler,Boston Charms,G,R,6,0,1.7,0.3,0.2,1.0,16.7,0.0,0.3,0.0,0.0,0.0,-,0.5,0.0,0.7,0.0,0.0,0.2,0.0,0.5,0,0,0,5.6,16.7,16.7
Owen Oates,Boston Charms,PG,R,3,0,1.5,0.0,0.0,0.7,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.3,0.7,0.3,0.0,0.7,-2.3,0,0,0,-1.0,0.0,0.0
Leonard Davenport,Brooklyn Ballers,G,13,31,29,15.1,9.8,4.1,8.5,48.3,0.9,2.2,39.1,0.6,0.8,83.3,2.5,0.4,2.9,0.8,0.5,0.3,0.7,0.0,0,0,1,27.9,55.0,53.4
Antonio Phelps,Brooklyn Ballers,GF,4,2,0,12.9,11.5,4.0,7.5,53.3,2.0,4.0,50.0,1.5,1.5,100,1.5,0.0,2.0,0.5,1.0,0.5,1.5,-5.5,0,0,0,34.8,70.5,66.7
Jaxon Moreau,Brooklyn Ballers,GF,1,31,0,8.3,3.7,1.6,3.4,47.6,0.4,1.2,31.6,0.1,0.2,57.1,1.0,0.0,0.1,0.4,0.1,0.2,0.2,0.9,0,0,0,14.4,53.7,53.3
