Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Terrence Goddard,Atlanta Talons,PG,R,31,0,8.9,4.0,1.7,3.8,44.4,0.5,1.1,41.2,0.2,0.3,50.0,1.0,0.5,4.5,0.4,0.1,0.4,0.4,-2.0,0,0,0,30.0,50.7,50.4
Claude Curry,Atlanta Talons,GF,11,31,28,15.1,10.7,4.5,8.4,53.8,1.0,2.2,43.5,0.7,0.7,100,3.2,0.6,0.8,0.5,0.8,0.3,0.5,1.2,0,0,0,28.8,61.6,59.6
Corey Christopher,Atlanta Talons,SF,8,12,3,4.3,1.8,0.8,2.2,38.5,0.1,0.5,16.7,0.0,0.0,-,0.5,0.1,0.3,0.1,0.1,0.1,0.1,-1.8,0,0,0,10.0,40.4,40.4
Isaac Akoa,Atlanta Talons,FC,1,11,0,1.6,1.3,0.6,0.7,87.5,0.0,0.0,-,0.0,0.1,0.0,0.1,0.1,0.2,0.0,0.2,0.1,0.0,-0.1,0,0,0,41.5,82.9,87.5
Karl Combs,Atlanta Talons,C,11,31,31,15.8,6.9,3.3,6.1,53.7,0.2,0.8,23.1,0.2,0.3,50.0,6.0,0.9,4.1,0.8,1.2,0.4,0.3,0.9,3,0,3,32.2,55.4,55.3
Corey Phelps,Atlanta Talons,F,10,31,0,8.3,6.9,3.2,5.5,59.2,0.2,0.7,22.7,0.3,0.3,100,2.0,0.7,0.5,0.3,0.3,0.2,0.5,-2.0,0,0,0,32.7,61.9,60.7
Jon Obrien,Atlanta Talons,F,7,31,0,8.6,6.0,2.8,5.5,50.6,0.2,1.1,21.2,0.2,0.3,66.7,3.0,0.6,1.0,0.2,0.8,0.3,0.4,-2.0,0,0,0,30.4,53.1,52.6
Josh Mitchell,Atlanta Talons,GF,2,30,0,7.9,4.9,2.1,4.3,48.8,0.4,1.1,35.3,0.3,0.4,83.3,1.7,0.1,0.5,0.2,0.3,0.3,0.3,-1.5,0,0,0,22.1,55.1,53.5
Braydon Howe,Atlanta Talons,PG,5,31,31,15.2,10.1,4.2,8.9,47.3,1.1,2.6,43.8,0.6,0.7,78.3,2.0,0.6,7.6,0.7,0.3,0.4,0.9,1.0,4,0,5,37.3,54.9,53.6
Kurt Holt,Atlanta Talons,GF,13,31,31,15.2,17.4,7.1,9.6,73.5,2.3,3.5,66.7,0.9,0.9,100,2.5,0.3,0.5,0.5,0.4,0.5,1.0,1.0,0,0,6,46.8,86.7,85.6
Dean Tucker,Atlanta Talons,FC,16,31,0,8.3,3.9,1.8,3.5,51.9,0.1,0.5,25.0,0.1,0.3,50.0,3.0,0.6,1.0,0.2,0.5,0.2,0.3,-2.0,0,0,0,23.9,53.8,53.7
Francis Wells,Atlanta Talons,F,9,31,31,15.2,9.3,4.3,8.0,54.3,0.4,1.5,28.3,0.3,0.3,88.9,3.9,0.9,0.8,0.7,1.2,0.2,0.5,1.0,1,0,1,27.7,57.6,56.9
Roland Boyd,Atlanta Talons,GF,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Richard Wolf,Atlanta Talons,PG,R,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Billy Greer,Atlanta Talons,C,1,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
