Player Name,Team,Position,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,OREB,AST,STL,BLK,PF,TO,+/-,DD,TD,POTG,PER,TS%,EFG%
Shane Goodwin,Atlanta Talons,PG,13,31,31,15.4,22.1,10.0,12.4,80.3,1.6,3.2,52.0,0.5,0.6,85.0,1.9,0.1,6.0,0.9,0.9,0.5,0.9,6.4,0,0,13,73.7,87.1,86.9
Claude Curry,Atlanta Talons,GF,7,31,8,11.4,10.6,4.7,8.0,58.2,1.0,2.1,46.9,0.3,0.3,90.0,3.5,0.6,1.1,0.5,0.7,0.2,0.5,1.7,0,0,0,40.7,64.9,64.3
Damon Holiday,Atlanta Talons,F,5,31,26,13.9,8.3,3.7,7.7,48.3,0.4,1.9,22.4,0.5,0.6,75.0,4.6,0.7,1.6,0.8,0.9,0.5,0.5,5.5,0,0,0,28.1,52.3,51.1
Tyrell Morgan,Atlanta Talons,F,12,31,31,15.3,10.1,4.4,8.9,48.7,0.8,2.5,33.3,0.5,0.8,66.7,6.1,1.2,6.5,0.8,1.8,0.5,0.6,5.6,1,0,3,44.2,54.2,53.4
Dean Tucker,Atlanta Talons,FC,12,31,31,14.6,6.8,3.3,6.9,47.4,0.1,1.1,12.1,0.2,0.6,27.8,6.8,1.4,4.1,0.5,1.3,0.4,0.5,5.8,2,0,1,31.9,47.8,48.4
Kurt Holt,Atlanta Talons,GF,9,31,28,13.9,18.5,7.9,11.4,69.6,1.9,3.3,58.8,0.8,0.8,100,2.7,0.3,0.2,0.5,0.4,0.4,1.0,5.5,0,0,5,51.7,79.2,78.1
Karl Combs,Atlanta Talons,C,7,28,0,8.9,5.4,2.5,4.6,54.6,0.1,0.5,14.3,0.2,0.2,100,5.1,1.3,3.1,0.4,0.7,0.4,0.4,1.3,0,0,0,43.2,56.5,55.4
Braydon Howe,Atlanta Talons,PG,1,31,0,9.3,7.3,3.1,6.8,45.0,0.8,2.5,32.9,0.3,0.5,62.5,1.7,0.7,5.5,0.3,0.2,0.2,0.5,1.4,1,0,1,42.4,51.6,50.9
Corey Christopher,Atlanta Talons,SF,4,31,0,9.1,6.2,2.8,5.9,47.0,0.4,1.5,23.9,0.3,0.6,55.6,1.8,0.1,0.2,0.3,0.4,0.3,0.3,1.5,0,0,0,21.2,50.5,50.0
Mitchell Hammond,Atlanta Talons,F,15,26,0,9.1,6.6,3.0,6.5,45.9,0.3,1.5,23.7,0.3,0.4,70.0,3.0,0.5,0.4,0.2,0.5,0.4,0.4,0.5,0,0,0,24.6,49.3,48.5
Ken York,Atlanta Talons,FC,2,14,0,3.4,1.6,0.8,1.4,57.9,0.0,0.1,0.0,0.0,0.0,-,1.1,0.2,0.4,0.3,0.2,0.1,0.1,0.0,0,0,0,27.4,57.9,57.9
Nathaniel Williamson,Atlanta Talons,GF,R,7,0,3.0,1.7,0.7,1.3,55.6,0.3,0.4,66.7,0.0,0.0,-,1.0,0.1,0.1,0.1,0.4,0.0,0.0,-0.7,0,0,0,33.5,66.7,66.7
Ron Lucic,Atlanta Talons,F,R,1,0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,-,0.0,0.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-66.8,0.0,0.0
Ray Goodman,Atlanta Talons,SG,2,0,0,0.0,0.0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Ronnie Lambert,Boston Charms,G,8,31,31,11.1,8.1,3.3,6.1,53.7,1.0,2.4,43.8,0.5,0.5,100,2.3,0.3,1.5,1.0,0.5,0.3,0.8,3.0,0,0,0,33.4,63.8,62.1
Marcus Damphousse,Boston Charms,SG,15,26,26,12.4,9.9,4.2,6.7,63.2,1.0,2.0,50.9,0.4,0.4,100,2.8,0.2,2.3,0.5,0.8,0.5,0.7,5.9,0,0,2,38.9,72.1,71.0
Isaiah James,Boston Charms,SF,13,31,31,14.0,14.9,6.4,9.9,64.2,1.5,2.7,57.1,0.7,0.7,100,5.0,1.0,1.9,0.5,1.4,0.5,0.8,4.2,2,0,9,50.9,73.2,72.0
Casie Mitchell,Boston Charms,FC,14,31,27,11.7,7.9,3.7,6.2,60.7,0.1,0.5,20.0,0.4,0.6,61.1,3.9,0.9,2.8,0.4,0.5,0.7,0.4,2.5,0,0,0,36.4,61.8,61.5
Jontae Wilcox,Boston Charms,C,6,31,31,14.7,10.3,4.8,8.7,55.4,0.3,1.4,21.4,0.4,0.6,61.1,4.4,0.9,2.3,0.6,1.4,0.4,0.6,3.8,1,0,3,34.3,57.4,57.0
